image_link,group_id,entity_name,entity_value,ocr_text
https://m.media-amazon.com/images/I/61I9XdN6OFL.jpg,748919,item_weight,500.0 gram,"{'<OCR>': ""PROPESNATUREINGREDIENT MANAGERMULTI-USAGETERRE DESOMMIÈRES100% NATURALAngle 100% pure de naturelle, la terre deSommières peinture de propérile d'alimentsSommeires peintures de propèrile des alimentsSommes de l'alimentation de propétrie des alimentairesapples, parquet, et l'eau est assist efficace pourdecidéor le linge.Ingrédient : bonbonne.D'ouage consécille : Sélon usage.Produit sur l'école de légende de la ligne de ligne et ligne du ligne100%Lait PROPÉRÉS-NOS2 500 g2 707813 7087""}"
https://m.media-amazon.com/images/I/71gSRbyXmoL.jpg,916768,item_volume,1.0 cup,{'<OCR>': 'TEARRIFIC!LEBENSMITTLECHT1 Cupa DAYGEPRÄGTESDESIGNAS YOU LIKEBESTWITHDesigned inCakeBerlincoldcookiesLIZENZIERTE UND GESCHÜTZTE DESIGNS'}
https://m.media-amazon.com/images/I/61BZ4zrjZXL.jpg,459516,item_weight,0.709 gram,{'<OCR>': 'COMPOSITIONServing Size: (0.709 g) | Each serving contains (Approx. Values):IngredientsQty. / Serving* RDA*PHOSPHOcomplex*Slybin (Silybin marianum)200 mg**Dandelion (Taraxacum officinale) leaf extract - 10.1100 mg**Kuki (Picrorhiza kurohizome extract - 0.5% Bitters50 mg*Kasani (Cichorium intybus) seed extract - 1% Biters25 mg**Punarana (Borearha diffusus) root extract -0.07% alkaloids25 mgBhu amla (Phyllanthus amulus) MPW extract - 05.5 Bitters25 mgAmla (Plyllanthus embla) fruit extract -10% Tannins25 mgLicorice (Glycyrrhiza glabra) root extraction - 5% Glycyrhizin25 mgVitamin E10 mg100Vitamin EFiper nigrum fruit extract- 95% Piperine5 mgNUTRITIONAL INFORMATION PER SERVING (APPROX. VALUES):NutrientsQty./ Serving*RDA*Energy3.04 kcal0.13Carbohydrate0.51 g**(Sugars)0.2 g*Protein0.04 g0.007Fat0.09 g***RIDA values established as per ICMR 2010 for sedentary lifestyle-Men.*% RDA not established by ICMR'}
https://m.media-amazon.com/images/I/612mrlqiI4L.jpg,459516,item_weight,0.709 gram,"{'<OCR>': 'COMPOSITIONDietary Supplement - Tablets (0.79 g) | Tablets serving 60 Capsules (90 Capsules)Composition: 1/2 tsp (1/3 tsp) / 90 Capsules per serving (60 Capsules).Composition : 1/4 tsp / 90 capsules (1,9 g) / 1,8 tsp (2,8 g)Compositions : 1 / 2 tsp (3,9 kg) / 3,8 kg / 4,8 tg / 5,7 g / 6,7 kg / 7,8 kg / 8,9 kg/ 9,9 tg/ 10,9 lg / 11,8 lg/ 12,9 Lg / 13,9 mL / 15,9 ml / 16,9 m/s / 20,8 mL / 21,8 ml / 22,8 m / 23,8 cm / 24,9 cm / 25,8 mm / 26,9 mm / 27,8 mg / 28,9 mg / 29,9 M/s/ 30,7 m / 31,9 n/s (30,9,9) / 30,9.5 m / 32,5 mm / 35,5 ml / 36,5 cm / 37,5 mL / 38,5 M / 39,5 m/l / 40,7 mm / 50,7 cm / 51,7 ml / 52,5 L/s - 52,6 cm / 55,5 CM / 56,5 Kg / 57,6 mm / 58,5 km / 59,5cm / 60,5 kg / 60.5 cm/ 60,7 km / 70,5 g / 80,6 m / 90,6 kg / 100,6 g / 100.5 kg/ 100,5 mg / 100 g / 120,6 mg / 120 g / 150,6 ml / 150 g / 200,6 mL / 180,7 mg / 200 g / 250 g / 300 g / 400 g / 500 g / 450 g / 600 g / 700 g / 800 g / 1000 g / 900 g / 1200 g / 1500 g / 2000 g / 2500 g / 3000 g / 4000 g / 5000 g / 6000 g / 7000 g / 8000 g / 10000 g / 1100 g / 1300 g / 1400 g / 1600 g / 1700 g / 1800 g / 1900 g /2000 g / 2100 g / 2400 g /2500 g /2200 g /3000 g /4000 g /5000 g /6000 g /8000 g /10000 g /1500 g /1600 g /1800 g /1900 g /1000 g /1100 g /1200 g / 12,000 g / 1300 g / 1450 g / 1550 g/1600 g/1800 g/2000 g/2500 g/3000 g/4000 g/5000 g/6000 g/8000 g/10000 g/1500 g/ 2000 g/2200 g/ 2500'}"
https://m.media-amazon.com/images/I/617Tl40LOXL.jpg,731432,item_weight,1400 milligram,{'<OCR>': 'HorbaachHIGH STRENGTHPSYLLIUMHUSK1400MGPLANTAGO OVATAPLANT SEEDSFOODSUPPLEMENT365VEGANCAPSULES'}
https://m.media-amazon.com/images/I/61QsBSE7jgL.jpg,731432,item_weight,1400 milligram,{'<OCR>': 'Horbaach®HIGH STRENGTH· Naturally-Sourced PsylliumPSYLLIUMHUSK· High strength 1400mgper serving1400MGPLANTAGO OVATAPLANT SEEDS· Suitable for Vegans & VegetariansFOODSUPPLEMENT365VEGANCAPSULESHorbäach®'}
https://m.media-amazon.com/images/I/81xsq6vf2qL.jpg,731432,item_weight,1400 milligram,"{'<OCR>': 'HorbaachDirections: For adults, take two (2) vegan capsulesdaily, preferably with a meal. Do not exceed stated dose.Nutrition InformationHIGH STRENGTHTypically Per Daily DosePSYLLIUMPsyllium Husk Powder1400mgIngredients: Psyllium husk Powder, Capsule Shell (Hy-droxyophyllomycellulose), Anti-Caking Agents (Mag-HUSKresium Salts of Fatty Acids, Silicon Dioxide),May contain Sesame Seeds & Mustard. For allergens,see the ingredients in bold.Notice: Take this product with 220mg of fluids. Takingthis product without adequate fluid by 220ml of fluid. Taking1400MGPLANTAGO OVATADifficulty swallowing. If you experience this cause the pos-PLANT SEEDSdifficulty swallowing, if you experience chest pain, non-plant seedsitig or difficulty in swallowing or breathing after after takingthis product, seek immediate medical attention. Notnottake before sleeping. Fibres products can affect the ab-portion of this product. If not taking this productportion of its ingredients, artificial.Free From: Artificial Colour, Artificial Flavor, ArtificialSweetener, Preservatives.FOOD365VEGANSUITABLE FOR VEGETARIANS & VEGANSSUPPLEMENTCAPSULESHORbaach®'}"
https://m.media-amazon.com/images/I/71DiLRHeZdL.jpg,731432,item_weight,1400 milligram,{'<OCR>': 'VEGANHorbäach®WHEATFREESHIGH STRENGTHPSYLLIUMHUSKSOYFREE1400MGPLANTAGO OVATAPLANT SEEDSDAIRY365 VEGANFOODSUPPLEMENTCAPSULESFREE FROMPRESERVATIVESHorbaach®'}
https://m.media-amazon.com/images/I/91Cma3RzseL.jpg,731432,item_weight,1400 milligram,{'<OCR>': 'Horbäach®100%HIGHESTQUALITYSTANDARDSHorbaach®HIGH STRENGTHGMPPSYLLIUMHUSKMANUFACTURED IN THE UK1400MGPLANTAGO OVATAMANUFACTUREPLANT SEEDSFOOD365VEGANSUPPLEMENTCAPSULESHorbäach'}
https://m.media-amazon.com/images/I/71jBLhmTNlL.jpg,731432,item_weight,1400 milligram,"{'<OCR>': ""NEW LOOK.SAME TRUSTED QUALITY.OLDHorbäach®NEWHIGH STRENGTHHorbäach'PSYLLIUMHIGH STRENGTHHUSKPSYILLIUM1400MGperHUSKServing1400 MGPLANTAGO OVATAPLANT SEEDSFOODSUPPLEMENT365VEGANCAPSULESFOOD365VEGANSUPPLEMENTPACKAGING MAY VARYHorbaach®""}"
